3.238341968911916807e-02 7.124352331606216560e-02 1.036269430051813406e-01 1.489637305699481884e-01 2.331606217616580268e-01 3.756476683937823857e-01 1.878238341968911929e-01 1.295336787564766723e-01 6.476683937823833614e-02
7.124352331606216560e-02 1.036269430051813406e-01 1.489637305699481884e-01 2.331606217616580268e-01 3.756476683937823857e-01 1.878238341968911929e-01 1.295336787564766723e-01 6.476683937823833614e-02 5.181347150259067030e-02
1.036269430051813406e-01 1.489637305699481884e-01 2.331606217616580268e-01 3.756476683937823857e-01 1.878238341968911929e-01 1.295336787564766723e-01 6.476683937823833614e-02 5.181347150259067030e-02 1.943005181347150223e-02
1.489637305699481884e-01 2.331606217616580268e-01 3.756476683937823857e-01 1.878238341968911929e-01 1.295336787564766723e-01 6.476683937823833614e-02 5.181347150259067030e-02 1.943005181347150223e-02 0.000000000000000000e+00
2.331606217616580268e-01 3.756476683937823857e-01 1.878238341968911929e-01 1.295336787564766723e-01 6.476683937823833614e-02 5.181347150259067030e-02 1.943005181347150223e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.756476683937823857e-01 1.878238341968911929e-01 1.295336787564766723e-01 6.476683937823833614e-02 5.181347150259067030e-02 1.943005181347150223e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.295336787564766758e-02
1.878238341968911929e-01 1.295336787564766723e-01 6.476683937823833614e-02 5.181347150259067030e-02 1.943005181347150223e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.295336787564766758e-02 7.124352331606216560e-02
1.295336787564766723e-01 6.476683937823833614e-02 5.181347150259067030e-02 1.943005181347150223e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.295336787564766758e-02 7.124352331606216560e-02 1.748704663212435062e-01
6.476683937823833614e-02 5.181347150259067030e-02 1.943005181347150223e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.295336787564766758e-02 7.124352331606216560e-02 1.748704663212435062e-01 3.044041450777201785e-01
5.181347150259067030e-02 1.943005181347150223e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.295336787564766758e-02 7.124352331606216560e-02 1.748704663212435062e-01 3.044041450777201785e-01 4.080310880829015052e-01
1.943005181347150223e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.295336787564766758e-02 7.124352331606216560e-02 1.748704663212435062e-01 3.044041450777201785e-01 4.080310880829015052e-01 3.886010362694300446e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.295336787564766758e-02 7.124352331606216560e-02 1.748704663212435062e-01 3.044041450777201785e-01 4.080310880829015052e-01 3.886010362694300446e-01 2.525906735751295429e-01
0.000000000000000000e+00 1.295336787564766758e-02 7.124352331606216560e-02 1.748704663212435062e-01 3.044041450777201785e-01 4.080310880829015052e-01 3.886010362694300446e-01 2.525906735751295429e-01 1.813471502590673357e-01
1.295336787564766758e-02 7.124352331606216560e-02 1.748704663212435062e-01 3.044041450777201785e-01 4.080310880829015052e-01 3.886010362694300446e-01 2.525906735751295429e-01 1.813471502590673357e-01 1.683937823834196768e-01
7.124352331606216560e-02 1.748704663212435062e-01 3.044041450777201785e-01 4.080310880829015052e-01 3.886010362694300446e-01 2.525906735751295429e-01 1.813471502590673357e-01 1.683937823834196768e-01 1.424870466321243312e-01
1.748704663212435062e-01 3.044041450777201785e-01 4.080310880829015052e-01 3.886010362694300446e-01 2.525906735751295429e-01 1.813471502590673357e-01 1.683937823834196768e-01 1.424870466321243312e-01 7.124352331606216560e-02
3.044041450777201785e-01 4.080310880829015052e-01 3.886010362694300446e-01 2.525906735751295429e-01 1.813471502590673357e-01 1.683937823834196768e-01 1.424870466321243312e-01 7.124352331606216560e-02 1.360103626943005017e-01
4.080310880829015052e-01 3.886010362694300446e-01 2.525906735751295429e-01 1.813471502590673357e-01 1.683937823834196768e-01 1.424870466321243312e-01 7.124352331606216560e-02 1.360103626943005017e-01 2.590673575129533446e-01
3.886010362694300446e-01 2.525906735751295429e-01 1.813471502590673357e-01 1.683937823834196768e-01 1.424870466321243312e-01 7.124352331606216560e-02 1.360103626943005017e-01 2.590673575129533446e-01 5.051813471502590858e-01
2.525906735751295429e-01 1.813471502590673357e-01 1.683937823834196768e-01 1.424870466321243312e-01 7.124352331606216560e-02 1.360103626943005017e-01 2.590673575129533446e-01 5.051813471502590858e-01 7.901554404145076926e-01
1.813471502590673357e-01 1.683937823834196768e-01 1.424870466321243312e-01 7.124352331606216560e-02 1.360103626943005017e-01 2.590673575129533446e-01 5.051813471502590858e-01 7.901554404145076926e-01 6.670984455958548498e-01
1.683937823834196768e-01 1.424870466321243312e-01 7.124352331606216560e-02 1.360103626943005017e-01 2.590673575129533446e-01 5.051813471502590858e-01 7.901554404145076926e-01 6.670984455958548498e-01 4.727979274611398552e-01
1.424870466321243312e-01 7.124352331606216560e-02 1.360103626943005017e-01 2.590673575129533446e-01 5.051813471502590858e-01 7.901554404145076926e-01 6.670984455958548498e-01 4.727979274611398552e-01 3.044041450777201785e-01
7.124352331606216560e-02 1.360103626943005017e-01 2.590673575129533446e-01 5.051813471502590858e-01 7.901554404145076926e-01 6.670984455958548498e-01 4.727979274611398552e-01 3.044041450777201785e-01 2.266839378238341696e-01
1.360103626943005017e-01 2.590673575129533446e-01 5.051813471502590858e-01 7.901554404145076926e-01 6.670984455958548498e-01 4.727979274611398552e-01 3.044041450777201785e-01 2.266839378238341696e-01 7.124352331606216560e-02
2.590673575129533446e-01 5.051813471502590858e-01 7.901554404145076926e-01 6.670984455958548498e-01 4.727979274611398552e-01 3.044041450777201785e-01 2.266839378238341696e-01 7.124352331606216560e-02 3.238341968911916807e-02
5.051813471502590858e-01 7.901554404145076926e-01 6.670984455958548498e-01 4.727979274611398552e-01 3.044041450777201785e-01 2.266839378238341696e-01 7.124352331606216560e-02 3.238341968911916807e-02 1.036269430051813406e-01
7.901554404145076926e-01 6.670984455958548498e-01 4.727979274611398552e-01 3.044041450777201785e-01 2.266839378238341696e-01 7.124352331606216560e-02 3.238341968911916807e-02 1.036269430051813406e-01 2.202072538860103401e-01
6.670984455958548498e-01 4.727979274611398552e-01 3.044041450777201785e-01 2.266839378238341696e-01 7.124352331606216560e-02 3.238341968911916807e-02 1.036269430051813406e-01 2.202072538860103401e-01 4.533678756476683391e-01
4.727979274611398552e-01 3.044041450777201785e-01 2.266839378238341696e-01 7.124352331606216560e-02 3.238341968911916807e-02 1.036269430051813406e-01 2.202072538860103401e-01 4.533678756476683391e-01 5.246113989637305464e-01
3.044041450777201785e-01 2.266839378238341696e-01 7.124352331606216560e-02 3.238341968911916807e-02 1.036269430051813406e-01 2.202072538860103401e-01 4.533678756476683391e-01 5.246113989637305464e-01 7.189119170984455964e-01
2.266839378238341696e-01 7.124352331606216560e-02 3.238341968911916807e-02 1.036269430051813406e-01 2.202072538860103401e-01 4.533678756476683391e-01 5.246113989637305464e-01 7.189119170984455964e-01 6.541450777202072464e-01
7.124352331606216560e-02 3.238341968911916807e-02 1.036269430051813406e-01 2.202072538860103401e-01 4.533678756476683391e-01 5.246113989637305464e-01 7.189119170984455964e-01 6.541450777202072464e-01 4.727979274611398552e-01
